Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%_opp,ORB%_opp,DRB%_opp,TRB%_opp,AST%_opp,STL%_opp,BLK%_opp,TOV%_opp,ORtg_opp,eFG%_diff,ORB%_diff,DRB%_diff,TRB%_diff,AST%_diff,STL%_diff,BLK%_diff,TOV%_diff,ORtg_diff,year,player
Off Court,LAC,67,0.442,27.9,65.3,44.5,44.2,6.5,9.9,13.6,104.0,0.484,34.7,72.1,55.5,65.9,12.8,7.6,13.0,113.8,-0.042,-6.8,-6.8,-10.9,-21.7,-6.3,2.3,0.6,-9.8,1997,Darrick Martin
On − Off,LAC,53%,0.066,-5.5,1.4,-2.4,10.3,2.1,-4.6,-3.2,6.4,0.123,-1.4,5.5,2.4,-5.3,-6.1,2.3,2.7,9.8,-0.057,-4.1,-4.1,-4.8,15.6,8.2,-6.9,-5.9,-3.4,1997,Darrick Martin
On Court,MIA,555,0.471,24.3,69.6,47.0,56.5,7.9,7.8,15.5,97.1,0.45,30.4,75.7,53.0,54.1,10.0,8.6,15.6,100.0,0.021,-6.1,-6.1,-6.1,2.4,-2.1,-0.8,-0.1,-2.9,1997,Jamal Mashburn
Off Court,MIA,257,0.46,34.0,74.7,55.4,61.8,7.2,10.3,18.3,101.1,0.424,25.3,66.0,44.6,58.0,10.7,10.2,13.4,95.1,0.036,8.6,8.6,10.9,3.8,-3.5,0.1,4.9,5.9,1997,Jamal Mashburn
On − Off,MIA,68%,0.011,-9.7,-5.1,-8.4,-5.3,0.7,-2.5,-2.8,-4.0,0.026,5.1,9.7,8.4,-3.9,-0.7,-1.6,2.2,4.9,-0.015,-14.7,-14.7,-17.0,-1.4,1.4,-0.9,-5.0,-8.8,1997,Jamal Mashburn
On Court,CHH,131,0.498,28.2,75.6,49.5,51.5,7.2,5.9,11.6,109.5,0.616,24.4,71.8,50.5,63.2,7.9,5.9,14.8,120.8,-0.118,3.7,3.7,-1.0,-11.6,-0.7,0.0,-3.2,-11.2,1997,Anthony Mason
Off Court,CHH,12,0.438,63.6,71.4,66.7,40.0,13.6,0.0,21.7,100.0,0.778,28.6,36.4,33.3,66.7,8.7,0.0,22.7,127.3,-0.34,35.1,35.1,33.3,-26.7,4.9,0.0,-1.0,-27.3,1997,Anthony Mason
On − Off,CHH,91%,0.06,-35.4,4.2,-17.2,11.5,-6.4,5.9,-10.1,9.5,-0.162,-4.2,35.4,17.2,-3.5,-0.8,5.9,-7.9,-6.5,0.222,-31.4,-31.4,-34.3,15.1,-5.6,0.0,-2.2,16.1,1997,Anthony Mason
On Court,NYK,3,0.667,,0.0,0.0,50.0,25.0,0.0,14.3,128.6,0.833,100.0,,100.0,50.0,14.3,0.0,25.0,187.5,-0.167,,,-100.0,0.0,10.7,0.0,-10.7,-58.9,1997,Walter McCarty
Off Court,NYK,474,0.503,25.4,73.9,50.3,61.7,9.6,6.5,16.3,103.8,0.471,26.1,74.6,49.7,53.7,8.7,8.4,15.4,99.4,0.031,-0.7,-0.7,0.6,7.9,0.9,-1.9,1.0,4.4,1997,Walter McCarty
On − Off,NYK,1%,0.164,-25.4,-73.9,-50.3,-11.7,15.4,-6.5,-2.0,24.8,0.362,73.9,-74.6,50.3,-3.7,5.6,-8.4,9.6,88.1,-0.198,0.7,0.7,-100.6,-7.9,9.8,1.9,-11.7,-63.3,1997,Walter McCarty
On Court,ORL,7,0.875,25.0,100.0,62.5,66.7,7.1,0.0,6.7,160.0,0.65,0.0,75.0,37.5,83.3,6.7,0.0,14.3,107.1,0.225,25.0,25.0,25.0,-16.7,0.5,0.0,-7.6,52.9,1997,Amal McCaskill
Off Court,ORL,232,0.433,22.8,67.0,44.7,42.9,7.5,10.4,13.1,96.4,0.491,33.0,77.2,55.3,65.8,7.5,10.4,14.0,107.2,-0.057,-10.2,-10.2,-10.5,-23.0,-0.1,0.0,-0.9,-10.9,1997,Amal McCaskill
On − Off,ORL,3%,0.442,2.2,33.0,17.8,23.8,-0.4,-10.4,-6.4,63.6,0.159,-33.0,-2.2,-17.8,17.5,-0.8,-10.4,0.3,-0.1,0.282,35.2,35.2,35.5,6.3,0.6,0.0,-6.7,63.8,1997,Amal McCaskill
On Court,SEA,27,0.615,20.0,83.3,50.0,72.0,15.1,14.3,5.9,135.3,0.443,16.7,80.0,50.0,71.4,5.9,12.5,24.5,84.9,0.172,3.3,3.3,0.0,0.6,9.2,1.8,-18.6,50.4,1997,Jim McIlvaine
Off Court,SEA,556,0.488,32.8,68.3,50.2,63.2,10.4,7.3,13.5,110.8,0.493,31.7,67.2,49.8,65.4,9.4,6.4,15.4,105.8,-0.005,1.1,1.1,0.3,-2.1,1.0,0.9,-1.9,5.0,1997,Jim McIlvaine
On − Off,SEA,5%,0.127,-12.8,15.0,-0.2,8.8,4.7,7.0,-7.6,24.5,-0.05,-15.0,12.8,0.2,6.0,-3.5,6.1,9.1,-20.9,0.177,2.2,2.2,-0.3,2.7,8.2,0.9,-16.7,45.4,1997,Jim McIlvaine
On Court,DET,96,0.473,19.0,65.3,41.1,39.7,10.2,5.6,10.7,102.4,0.408,34.7,81.0,58.9,45.1,3.6,8.0,18.0,97.0,0.065,-15.7,-15.7,-17.9,-5.4,6.6,-2.4,-7.3,5.4,1997,Aaron McKie
Off Court,DET,143,0.469,23.0,72.6,44.7,43.4,7.4,4.8,10.5,103.2,0.552,27.4,77.0,55.3,56.6,6.5,8.0,15.6,113.1,-0.083,-4.4,-4.4,-10.6,-13.2,0.9,-3.2,-5.0,-9.9,1997,Aaron McKie
On − Off,DET,40%,0.004,-4.0,-7.3,-3.6,-3.7,2.8,0.8,0.2,-0.8,-0.144,7.3,4.0,3.6,-11.5,-2.9,0.0,2.4,-16.1,0.148,-11.3,-11.3,-7.3,7.8,5.7,0.8,-2.3,15.3,1997,Aaron McKie
On Court,SEA,39,0.486,27.0,65.9,47.4,51.5,3.7,14.0,15.4,100.0,0.407,34.1,73.0,52.6,76.0,10.3,3.5,7.3,107.3,0.079,-7.1,-7.1,-5.1,-24.5,-6.6,10.4,8.1,-7.3,1997,Nate McMillan
Off Court,SEA,543,0.495,32.7,69.1,50.4,64.7,11.1,7.1,13.0,112.8,0.497,30.9,67.3,49.6,64.9,9.2,7.0,16.5,104.7,-0.003,1.9,1.9,0.7,-0.2,2.0,0.2,-3.5,8.1,1997,Nate McMillan
On − Off,SEA,7%,-0.009,-5.7,-3.2,-3.0,-13.2,-7.4,6.9,2.4,-12.8,-0.09,3.2,5.7,3.0,11.1,1.1,-3.5,-9.2,2.6,0.082,-9.0,-9.0,-5.8,-24.3,-8.6,10.2,11.6,-15.4,1997,Nate McMillan
On Court,PHO,13,0.25,25.0,84.6,56.0,100.0,6.5,18.8,25.8,54.8,0.542,15.4,75.0,44.0,50.0,22.6,33.3,6.5,116.1,-0.292,9.6,9.6,12.0,50.0,-16.1,-14.6,19.4,-61.3,1997,Loren Meyer
Off Court,PHO,231,0.491,23.4,67.5,45.9,65.3,8.5,8.0,14.0,102.5,0.515,32.5,76.6,54.1,65.4,9.1,7.5,12.6,115.0,-0.024,-9.2,-9.2,-8.3,-0.1,-0.6,0.5,1.3,-12.5,1997,Loren Meyer
On − Off,PHO,5%,-0.241,1.6,17.1,10.1,34.7,-2.0,10.8,11.8,-47.7,0.027,-17.1,-1.6,-10.1,-15.4,13.5,25.8,-6.1,1.1,-0.268,18.8,18.8,20.3,50.1,-15.5,-15.1,18.1,-48.8,1997,Loren Meyer
On Court,DET,196,0.467,22.2,73.1,44.9,42.5,8.0,3.7,9.2,103.6,0.502,26.9,77.8,55.1,50.8,5.0,8.0,15.6,106.1,-0.035,-4.7,-4.7,-10.3,-8.2,2.9,-4.4,-6.4,-2.6,1997,Terry Mills
Off Court,DET,44,0.492,17.6,54.5,35.8,39.3,10.7,11.1,16.5,100.0,0.471,45.5,82.4,64.2,62.1,6.3,7.7,20.2,108.3,0.021,-27.8,-27.8,-28.4,-22.8,4.4,3.4,-3.8,-8.3,1997,Terry Mills
On − Off,DET,82%,-0.025,4.6,18.6,9.1,3.2,-2.7,-7.4,-7.3,3.6,0.031,-18.6,-4.6,-9.1,-11.3,-1.3,0.3,-4.6,-2.2,-0.056,23.1,23.1,18.1,14.6,-1.5,-7.8,-2.6,5.7,1997,Terry Mills
On Court,MIN,47,0.444,26.0,53.8,38.2,56.8,7.1,7.1,4.5,106.7,0.487,46.2,74.0,61.8,71.4,3.4,1.4,15.3,110.6,-0.044,-20.2,-20.2,-23.6,-14.7,3.7,5.7,-10.8,-3.8,1997,Sam Mitchell
Off Court,MIN,96,0.508,31.5,77.9,51.3,61.4,9.1,8.5,12.0,111.5,0.618,22.1,68.5,48.8,77.5,8.7,7.5,11.3,128.5,-0.11,9.5,9.5,2.5,-16.1,0.4,1.0,0.7,-17.0,1997,Sam Mitchell
On − Off,MIN,33%,-0.064,-5.5,-24.1,-13.1,-4.6,-2.0,-1.4,-7.5,-4.8,-0.131,24.1,5.5,13.0,-6.1,-5.3,-6.1,4.0,-17.9,0.066,-29.7,-29.7,-26.1,1.4,3.3,4.7,-11.5,13.2,1997,Sam Mitchell
On Court,UTA,177,0.47,29.1,74.3,54.8,70.2,10.1,7.9,14.9,95.3,0.455,25.7,70.9,45.2,65.7,9.0,9.4,14.0,110.7,0.014,3.4,3.4,9.5,4.5,1.1,-1.5,0.9,-15.4,1997,Chris Morris
Off Court,UTA,784,0.488,29.6,73.1,51.8,63.5,8.1,8.9,12.8,109.7,0.489,26.9,70.4,48.2,57.8,7.7,9.2,13.0,107.7,-0.001,2.7,2.7,3.5,5.7,0.4,-0.3,-0.2,2.0,1997,Chris Morris
On − Off,UTA,18%,-0.018,-0.5,1.2,3.0,6.7,2.0,-1.0,2.1,-14.4,-0.034,-1.2,0.5,-3.0,7.9,1.3,0.2,1.0,3.0,0.015,0.7,0.7,6.0,-1.2,0.7,-1.2,1.1,-17.4,1997,Chris Morris
On Court,MIA,627,0.468,28.1,70.8,49.9,58.8,8.0,9.5,16.1,99.5,0.428,29.2,71.9,50.1,54.0,9.7,9.3,15.2,96.0,0.04,-1.2,-1.2,-0.3,4.8,-1.7,0.2,0.9,3.5,1997,Alonzo Mourning
Off Court,MIA,185,0.467,24.0,73.0,48.7,56.0,6.8,5.6,17.5,94.9,0.49,27.0,76.0,51.3,59.0,11.8,8.6,14.1,106.2,-0.023,-3.0,-3.0,-2.6,-2.9,-5.1,-3.0,3.4,-11.3,1997,Alonzo Mourning
On − Off,MIA,77%,0.001,4.1,-2.2,1.2,2.8,1.2,3.9,-1.4,4.6,-0.062,2.2,-4.1,-1.2,-5.0,-2.1,0.7,1.1,-10.2,0.063,1.8,1.8,2.3,7.7,3.4,3.2,-2.5,14.8,1997,Alonzo Mourning
On Court,WSB,69,0.455,30.8,58.2,46.2,51.1,4.0,8.2,18.7,96.7,0.46,41.8,69.2,53.8,54.7,8.1,4.3,12.1,111.3,-0.005,-11.0,-11.0,-7.6,-3.6,-4.1,3.8,6.6,-14.5,1997,Gheorghe MureÈan
Off Court,WSB,73,0.548,33.3,64.2,48.6,49.1,6.3,9.8,12.8,124.8,0.524,35.8,66.7,51.4,50.0,9.8,9.8,14.6,114.6,0.024,-2.5,-2.5,-2.8,-0.9,-3.5,0.0,-1.8,10.2,1997,Gheorghe MureÈan
On − Off,WSB,49%,-0.093,-2.5,-6.0,-2.4,2.0,-2.3,-1.6,5.9,-28.1,-0.064,6.0,2.5,2.4,4.7,-1.7,-5.5,-2.5,-3.3,-0.029,-8.5,-8.5,-4.8,-2.7,-0.6,3.8,8.4,-24.7,1997,Gheorghe MureÈan
On Court,LAC,65,0.388,26.2,77.5,46.5,57.1,5.1,7.2,14.0,95.0,0.529,22.5,73.8,53.5,61.9,11.6,7.8,11.9,117.8,-0.142,3.7,3.7,-6.9,-4.8,-6.5,-0.5,2.2,-22.8,1997,Lamond Murray
Off Court,LAC,78,0.548,23.9,58.7,40.8,46.0,9.7,7.5,10.1,118.0,0.567,41.3,76.1,59.2,63.2,7.9,9.7,16.6,120.0,-0.02,-17.4,-17.4,-18.5,-17.2,1.7,-2.2,-6.5,-2.0,1997,Lamond Murray
On − Off,LAC,45%,-0.16,2.3,18.8,5.7,11.1,-4.6,-0.3,3.9,-23.0,-0.038,-18.8,-2.3,-5.7,-1.3,3.7,-1.9,-4.7,-2.2,-0.122,21.1,21.1,11.6,12.4,-8.2,1.7,8.7,-20.8,1997,Lamond Murray
On Court,WSB,86,0.524,25.8,64.8,46.6,42.6,4.8,8.2,13.2,118.2,0.516,35.2,74.2,53.4,45.9,9.4,8.5,13.2,114.4,0.008,-9.4,-9.4,-6.8,-3.3,-4.6,-0.3,0.0,3.9,1997,Tracy Murray
Off Court,WSB,57,0.478,40.9,55.1,48.4,61.0,5.9,10.3,19.6,100.0,0.453,44.9,59.1,51.6,63.4,8.2,5.1,13.9,110.9,0.025,-4.0,-4.0,-3.2,-2.4,-2.3,5.1,5.7,-10.9,1997,Tracy Murray
On − Off,WSB,60%,0.046,-15.1,9.7,-1.8,-18.4,-1.1,-2.1,-6.4,18.2,0.063,-9.7,15.1,1.8,-17.5,1.2,3.4,-0.7,3.5,-0.017,-5.4,-5.4,-3.6,-0.9,-2.3,-5.4,-5.7,14.8,1997,Tracy Murray
On Court,ATL,413,0.476,28.5,68.5,49.9,50.2,5.5,7.7,16.0,103.7,0.467,31.5,71.5,50.1,55.0,8.8,6.8,11.7,104.7,0.009,-3.0,-3.0,-0.1,-4.8,-3.3,0.9,4.3,-1.0,1997,Dikembe Mutombo
Off Court,ATL,64,0.54,38.8,74.5,57.0,47.8,3.8,4.4,15.5,115.5,0.585,25.5,61.2,43.0,48.4,8.6,9.4,10.7,121.4,-0.044,13.3,13.3,14.0,-0.6,-4.8,-4.9,4.8,-5.9,1997,Dikembe Mutombo
On − Off,ATL,87%,-0.064,-10.3,-6.0,-7.1,2.4,1.7,3.3,0.5,-11.8,-0.118,6.0,10.3,7.1,6.6,0.2,-2.6,1.0,-16.7,0.053,-16.3,-16.3,-14.1,-4.2,1.5,5.8,-0.5,4.9,1997,Dikembe Mutombo
On Court,PHO,14,0.3,26.7,88.9,50.0,71.4,5.9,11.8,22.2,66.7,0.652,11.1,73.3,50.0,57.1,19.4,16.7,8.8,132.4,-0.352,15.6,15.6,0.0,14.3,-13.6,-4.9,13.4,-65.7,1997,Steve Nash
Off Court,PHO,230,0.49,23.2,67.6,46.2,66.1,8.6,8.4,14.1,102.1,0.509,32.4,76.8,53.8,65.0,9.2,8.4,12.5,113.8,-0.019,-9.2,-9.2,-7.5,1.0,-0.7,0.0,1.6,-11.7,1997,Steve Nash
On − Off,PHO,6%,-0.19,3.5,21.3,3.8,5.3,-2.7,3.4,8.1,-35.4,0.143,-21.3,-3.5,-3.8,-7.9,10.2,8.3,-3.7,18.6,-0.333,24.8,24.8,7.5,13.3,-12.9,-4.9,11.8,-54.0,1997,Steve Nash
On Court,ATL,6,0.35,33.3,100.0,55.6,33.3,0.0,12.5,10.0,80.0,0.722,0.0,66.7,44.4,50.0,0.0,16.7,0.0,145.5,-0.372,33.3,33.3,11.1,-16.7,0.0,-4.2,10.0,-65.5,1997,Ivano Newbill
Off Court,ATL,472,0.487,29.8,69.0,50.8,50.0,5.3,7.1,16.0,105.6,0.481,31.0,70.2,49.2,53.9,8.9,7.0,11.7,106.7,0.006,-1.2,-1.2,1.5,-3.9,-3.5,0.1,4.3,-1.1,1997,Ivano Newbill
On − Off,ATL,1%,-0.137,3.5,31.0,4.8,-16.7,-5.3,5.4,-6.0,-25.6,0.241,-31.0,-3.5,-4.8,-3.9,-8.9,9.7,-11.7,38.8,-0.378,34.5,34.5,9.6,-12.8,3.5,-4.3,5.7,-64.4,1997,Ivano Newbill
On Court,POR,4,0.5,0.0,100.0,42.9,33.3,0.0,20.0,11.1,77.8,0.5,0.0,100.0,57.1,33.3,11.1,0.0,0.0,100.0,0.0,0.0,0.0,-14.3,0.0,-11.1,20.0,11.1,-22.2,1997,Jermaine O'Neal
Off Court,POR,188,0.479,30.3,68.5,48.7,60.9,6.5,7.1,16.3,104.5,0.496,31.5,69.7,51.3,68.0,8.0,9.6,12.9,111.4,-0.017,-1.1,-1.1,-2.7,-7.0,-1.6,-2.4,3.4,-7.0,1997,Jermaine O'Neal
On − Off,POR,2%,0.021,-30.3,31.5,-5.8,-27.6,-6.5,12.9,-5.2,-26.7,0.004,-31.5,30.3,5.8,-34.7,3.1,-9.6,-12.9,-11.4,0.017,1.1,1.1,-11.6,7.0,-9.5,22.4,7.7,-15.2,1997,Jermaine O'Neal
On Court,LAL,326,0.491,30.8,67.7,49.4,67.6,8.1,10.6,13.7,113.3,0.463,32.3,69.2,50.6,66.8,7.3,10.3,15.3,102.9,0.028,-1.5,-1.5,-1.1,0.8,0.8,0.2,-1.7,10.4,1997,Shaquille O'Neal
Off Court,LAL,111,0.454,24.7,75.6,49.7,52.7,6.4,10.4,12.7,101.4,0.482,24.4,75.3,50.3,65.3,5.6,6.7,12.8,108.7,-0.028,0.3,0.3,-0.6,-12.6,0.8,3.7,-0.2,-7.3,1997,Shaquille O'Neal
On − Off,LAL,75%,0.037,6.1,-7.9,-0.3,14.9,1.7,0.2,1.0,11.9,-0.019,7.9,-6.1,0.3,1.5,1.7,3.6,2.5,-5.8,0.056,-1.8,-1.8,-0.5,13.4,0.0,-3.5,-1.5,17.7,1997,Shaquille O'Neal
On Court,NYK,356,0.478,25.5,74.8,50.0,60.3,9.4,6.9,16.5,101.1,0.479,25.2,74.5,50.0,56.4,8.4,8.0,15.1,100.2,-0.001,0.3,0.3,0.0,4.0,1.0,-1.0,1.4,0.9,1997,Charles Oakley
Off Court,NYK,121,0.584,25.0,70.1,50.8,64.6,10.9,5.2,15.8,112.7,0.461,29.9,75.0,49.2,45.5,10.0,9.6,16.5,100.4,0.123,-4.9,-4.9,1.6,19.1,0.9,-4.4,-0.7,12.2,1997,Charles Oakley
On − Off,NYK,75%,-0.106,0.5,4.7,-0.8,-4.3,-1.5,1.7,0.7,-11.6,0.018,-4.7,-0.5,0.8,10.9,-1.6,-1.6,-1.4,-0.2,-0.124,5.2,5.2,-1.6,-15.1,0.1,3.4,2.1,-11.3,1997,Charles Oakley
On Court,HOU,627,0.531,30.0,68.3,50.0,66.5,8.8,7.4,14.8,114.3,0.488,31.7,70.0,50.0,62.5,9.9,8.4,12.7,109.9,0.043,-1.7,-1.7,-0.1,3.9,-1.1,-1.0,2.1,4.4,1997,Hakeem Olajuwon
Off Court,HOU,142,0.453,38.5,70.0,54.2,60.6,7.1,3.9,14.7,104.0,0.464,30.0,61.5,45.8,56.0,9.0,6.2,11.3,107.4,-0.011,8.5,8.5,8.5,4.7,-1.9,-2.3,3.4,-3.5,1997,Hakeem Olajuwon
On − Off,HOU,82%,0.078,-8.5,-1.7,-4.2,5.9,1.7,3.5,0.1,10.3,0.024,1.7,8.5,4.2,6.5,0.9,2.2,1.4,2.5,0.054,-10.2,-10.2,-8.6,-0.8,0.8,1.3,-1.3,7.9,1997,Hakeem Olajuwon
On Court,UTA,459,0.498,34.1,72.9,54.3,68.2,9.4,11.1,13.0,111.0,0.472,27.1,65.9,45.7,62.3,7.4,9.4,14.4,103.2,0.026,7.0,7.0,8.6,5.9,2.0,1.7,-1.5,7.8,1997,Greg Ostertag
Off Court,UTA,503,0.472,25.0,73.8,50.4,61.0,7.6,6.4,13.4,103.7,0.494,26.2,75.0,49.6,56.2,8.3,9.2,12.0,112.7,-0.021,-1.2,-1.2,0.8,4.8,-0.7,-2.7,1.4,-9.0,1997,Greg Ostertag
On − Off,UTA,48%,0.026,9.1,-0.9,3.9,7.2,1.8,4.7,-0.4,7.3,-0.022,0.9,-9.1,-3.9,6.1,-0.9,0.2,2.4,-9.5,0.047,8.2,8.2,7.8,1.1,2.7,4.4,-2.9,16.8,1997,Greg Ostertag
On Court,LAC,66,0.432,24.6,68.2,42.2,55.0,10.8,9.6,11.4,100.0,0.483,31.8,75.4,57.8,65.9,8.9,6.8,16.7,105.0,-0.051,-7.2,-7.2,-15.6,-10.9,1.9,2.7,-5.3,-5.0,1997,Bo Outlaw
Off Court,LAC,77,0.517,25.4,64.4,44.3,46.6,4.9,5.8,12.4,113.9,0.603,35.6,74.6,55.7,60.9,10.2,10.3,12.6,130.8,-0.087,-10.2,-10.2,-11.5,-14.3,-5.3,-4.5,-0.2,-16.9,1997,Bo Outlaw
On − Off,LAC,46%,-0.085,-0.8,3.8,-2.1,8.4,5.9,3.8,-1.0,-13.9,-0.12,-3.8,0.8,2.1,5.0,-1.3,-3.5,4.1,-25.8,0.036,3.0,3.0,-4.1,3.4,7.2,7.2,-5.1,11.9,1997,Bo Outlaw
On Court,CHI,18,0.419,40.0,63.2,51.3,73.3,8.8,21.4,11.1,94.4,0.469,36.8,60.0,48.7,35.7,2.8,6.5,11.8,108.8,-0.05,3.2,3.2,2.6,37.6,6.0,15.0,-0.7,-14.4,1997,Robert Parish
Off Court,CHI,887,0.472,35.0,72.7,53.0,59.3,10.0,8.8,12.9,107.2,0.469,27.3,65.0,47.0,55.0,6.5,6.6,16.0,100.8,0.003,7.7,7.7,5.9,4.3,3.5,2.1,-3.1,6.4,1997,Robert Parish
On − Off,CHI,2%,-0.053,5.0,-9.5,-1.7,14.0,-1.2,12.6,-1.8,-12.8,0.0,9.5,-5.0,1.7,-19.3,-3.7,-0.1,-4.2,8.0,-0.053,-4.5,-4.5,-3.3,33.3,2.5,12.9,2.4,-20.8,1997,Robert Parish
On Court,MIN,11,0.441,16.7,54.5,34.8,85.7,8.7,7.1,5.3,105.3,0.381,45.5,83.3,65.2,75.0,0.0,0.0,13.0,100.0,0.06,-28.8,-28.8,-30.4,10.7,8.7,7.1,-7.8,5.3,1997,Cherokee Parks
Off Court,MIN,131,0.49,30.8,70.8,47.8,58.4,8.5,8.1,9.9,110.3,0.593,29.2,69.2,52.2,75.7,7.5,5.9,12.5,125.0,-0.103,1.6,1.6,-4.4,-17.3,1.0,2.1,-2.6,-14.7,1997,Cherokee Parks
On − Off,MIN,8%,-0.049,-14.1,-16.3,-13.0,27.3,0.2,-1.0,-4.6,-5.0,-0.212,16.3,14.1,13.0,-0.7,-7.5,-5.9,0.5,-25.0,0.163,-30.4,-30.4,-26.0,28.0,7.7,5.0,-5.2,20.0,1997,Cherokee Parks
On Court,SEA,545,0.497,33.8,69.5,51.2,63.9,10.3,7.0,13.5,113.0,0.498,30.5,66.2,48.8,66.0,9.3,6.3,15.4,105.8,-0.001,3.3,3.3,2.4,-2.1,1.0,0.7,-2.0,7.2,1997,Gary Payton
Off Court,SEA,38,0.456,13.2,61.1,36.5,60.7,14.8,13.7,8.9,97.5,0.392,38.9,86.8,63.5,58.3,8.9,12.0,21.0,92.6,0.064,-25.7,-25.7,-27.0,2.4,6.0,1.7,-12.1,4.9,1997,Gary Payton
On − Off,SEA,94%,0.041,20.6,8.4,14.7,3.2,-4.5,-6.7,4.6,15.5,0.106,-8.4,-20.6,-14.7,7.7,0.4,-5.7,-5.6,13.2,-0.065,29.0,29.0,29.4,-4.5,-5.0,-1.0,10.1,2.3,1997,Gary Payton
On Court,SEA,338,0.471,29.9,64.2,46.9,63.0,9.5,8.0,13.5,106.2,0.478,35.8,70.1,53.1,63.8,9.0,6.4,14.0,107.7,-0.007,-5.9,-5.9,-6.1,-0.8,0.5,1.6,-0.5,-1.5,1997,Sam Perkins
Off Court,SEA,245,0.524,35.6,75.9,54.8,64.6,12.0,7.0,12.7,119.5,0.51,24.1,64.4,45.2,68.0,9.6,7.1,18.2,101.2,0.014,11.5,11.5,9.6,-3.4,2.5,0.0,-5.6,18.3,1997,Sam Perkins
On − Off,SEA,58%,-0.053,-5.7,-11.7,-7.9,-1.6,-2.5,1.0,0.8,-13.3,-0.032,11.7,5.7,7.9,-4.2,-0.6,-0.7,-4.2,6.5,-0.021,-17.4,-17.4,-15.7,2.6,-2.0,1.6,5.1,-19.8,1997,Sam Perkins
On Court,PHO,162,0.482,24.1,75.3,50.2,63.0,8.2,8.7,12.8,102.4,0.488,24.7,75.9,49.8,67.8,9.5,8.8,11.2,107.6,-0.005,-0.5,-0.5,0.3,-4.7,-1.3,-0.1,1.6,-5.2,1997,Wesley Person
Off Court,PHO,82,0.47,22.2,55.3,39.2,73.6,8.7,8.4,18.6,94.0,0.568,44.7,77.8,60.8,59.2,10.8,9.3,14.3,130.4,-0.098,-22.5,-22.5,-21.6,14.4,-2.1,-0.9,4.3,-36.4,1997,Wesley Person
On − Off,PHO,66%,0.012,1.9,20.0,11.0,-10.6,-0.5,0.3,-5.8,8.4,-0.08,-20.0,-1.9,-11.0,8.6,-1.3,-0.5,-3.1,-22.8,0.093,22.0,22.0,21.9,-19.1,0.8,0.8,-2.7,31.2,1997,Wesley Person
On Court,LAC,37,0.484,28.9,64.7,40.0,42.3,7.7,4.9,6.1,118.2,0.583,35.3,71.1,60.0,66.7,4.5,11.1,12.3,124.6,-0.099,-6.3,-6.3,-20.0,-24.4,3.1,-6.2,-6.2,-6.4,1997,Eric Piatkowski
Off Court,LAC,106,0.475,23.3,66.3,44.3,52.8,7.6,8.1,13.9,103.6,0.543,33.7,76.7,55.7,61.4,11.3,8.0,15.2,117.2,-0.068,-10.4,-10.4,-11.4,-8.7,-3.8,0.1,-1.2,-13.6,1997,Eric Piatkowski
On − Off,LAC,26%,0.009,5.6,-1.6,-4.3,-10.5,0.1,-3.2,-7.8,14.6,0.04,1.6,-5.6,4.3,5.3,-6.8,3.1,-2.9,7.4,-0.031,4.1,4.1,-8.6,-15.7,6.9,-6.3,-5.0,7.2,1997,Eric Piatkowski
On Court,CHH,86,0.497,26.8,84.7,53.1,47.8,6.3,6.4,10.8,110.8,0.597,15.3,73.2,46.9,70.7,7.2,6.1,13.2,114.5,-0.1,11.5,11.5,6.2,-22.9,-0.9,0.3,-2.4,-3.7,1997,Ricky Pierce
Off Court,CHH,56,0.484,38.0,60.5,47.7,54.8,10.1,3.6,15.5,105.2,0.678,39.5,62.0,52.3,52.9,9.3,4.0,19.2,132.3,-0.194,-1.5,-1.5,-4.5,1.8,0.8,-0.4,-3.7,-27.2,1997,Ricky Pierce
On − Off,CHH,60%,0.013,-11.2,24.2,5.4,-7.0,-3.8,2.8,-4.7,5.6,-0.081,-24.2,11.2,-5.4,17.8,-2.1,2.1,-6.0,-17.8,0.094,13.0,13.0,10.7,-24.7,-1.7,0.7,1.3,23.5,1997,Ricky Pierce
On Court,MIA,6,0.8,0.0,75.0,42.9,85.7,7.1,0.0,15.4,123.1,0.75,25.0,100.0,57.1,62.5,7.7,0.0,7.1,142.9,0.05,-25.0,-25.0,-14.3,23.2,-0.5,0.0,8.2,-19.8,1997,Ed Pinckney
Off Court,MIA,806,0.465,27.3,71.2,49.6,57.8,7.7,8.7,16.4,98.2,0.439,28.8,72.7,50.4,55.1,10.3,9.2,15.0,98.0,0.026,-1.5,-1.5,-0.7,2.7,-2.6,-0.6,1.4,0.1,1997,Ed Pinckney
On − Off,MIA,1%,0.335,-27.3,3.8,-6.7,27.9,-0.6,-8.7,-1.0,24.9,0.311,-3.8,27.3,6.7,7.4,-2.6,-9.2,-7.9,44.9,0.024,-23.5,-23.5,-13.6,20.5,2.1,0.6,6.8,-19.9,1997,Ed Pinckney
On Court,CHI,747,0.476,36.7,71.6,53.5,57.7,9.7,9.5,12.4,109.5,0.471,28.4,63.3,46.5,55.1,6.1,6.7,15.9,101.2,0.005,8.3,8.3,6.9,2.6,3.6,2.8,-3.5,8.3,1997,Scottie Pippen
